is_auth,is_order,is_payment,z_latency,z_errors,z_warns,traffic_delta,anomaly_count,label
0,1,0,1.066956,2.544452,3.422472,0.680383,2,1
1,0,0,0.287794,-0.448636,0.294038,-0.412505,0,0
0,0,1,-0.450626,0.295069,0.398947,-0.058138,0,0
0,0,1,1.853234,0.641184,1.569664,-0.058617,0,0
0,1,0,0.046485,-0.314097,-0.12146,-0.239576,0,0
0,1,0,-0.212619,-0.009444,0.885701,-0.039444,0,0
0,1,0,0.189064,0.114254,0.419876,0.013801,0,0
0,1,0,2.036128,0.40787,3.936542,0.107238,1,0
0,0,1,3.241791,3.501863,2.328753,3.0186,3,1
0,0,1,-0.223286,-0.332619,0.774857,0.176328,0,0
0,0,1,4.915992,1.975983,3.441717,1.688169,3,1
1,0,0,1.229231,1.464135,3.248597,1.203848,1,0
0,0,1,0.113845,0.150946,-0.044569,-0.047699,0,0
0,1,0,0.694401,0.083477,0.169587,0.181574,0,0
0,0,1,3.023229,3.355391,3.700917,2.417956,4,1
1,0,0,2.453838,1.44668,2.369208,-0.05163,0,0
0,1,0,0.239879,-0.996382,-0.083448,-0.061343,0,0
0,1,0,1.810361,0.699441,4.903056,0.638414,1,0
0,0,1,-0.330207,-0.053822,0.502517,-0.115378,0,0
1,0,0,1.294939,-0.141766,0.014717,0.031907,0,0
1,0,0,1.535783,3.289394,2.390435,-1.535893,2,1
1,0,0,-0.197258,0.335331,-0.027391,-0.063811,0,0
1,0,0,0.471182,0.197383,0.428098,-0.341455,0,0
0,1,0,-0.2305,2.191914,0.503366,-3.081211,1,1
0,0,1,-0.116546,1.19847,2.549465,-0.735837,1,0
1,0,0,3.438221,4.54433,4.698233,-0.944851,3,1
0,1,0,0.354689,0.598931,0.486369,0.016411,0,0
1,0,0,-0.445695,-0.226801,0.703909,0.080407,0,0
0,0,1,1.869628,0.642127,4.030861,-0.698257,1,0
0,0,1,1.058074,2.647354,2.77108,-2.021154,3,1
0,0,1,4.135548,3.117016,4.300171,0.914903,3,1
0,1,0,2.365536,5.995253,5.285239,-1.444468,2,1
0,1,0,4.801177,2.729221,3.120334,1.13546,3,1
1,0,0,3.551431,4.765762,6.758429,-0.323664,3,1
0,1,0,-0.213709,-0.098156,0.267536,-0.077858,0,0
1,0,0,6.138691,3.123953,2.611913,3.093279,4,1
1,0,0,0.337659,0.627535,0.015993,-0.189508,0,0
0,1,0,2.952047,2.645905,4.097058,-0.064783,3,1
0,0,1,0.004544,0.22519,-0.377708,0.055436,0,0
1,0,0,5.796552,1.986114,3.279369,-0.986665,2,1
1,0,0,-0.299555,0.034186,0.10028,0.031651,0,0
1,0,0,-0.581352,-0.664501,-0.126865,0.225778,0,0
0,1,0,0.083623,-0.11737,-0.185138,0.021286,0,0
0,1,0,6.629848,1.179893,2.236234,-1.270462,1,0
0,0,1,0.244921,-0.001929,0.040049,0.105553,0,0
0,1,0,6.197956,4.350055,4.19182,-0.580571,3,1
1,0,0,0.460836,-0.351621,-0.109808,0.097875,0,0
1,0,0,2.403376,0.74936,1.2078,0.118471,0,0
0,1,0,2.717118,2.192911,1.474213,-3.549885,2,1
0,1,0,-0.73489,0.805875,-0.3966,-0.163261,0,0
0,1,0,0.692605,-0.168016,0.479886,-0.072197,0,0
0,0,1,3.846097,4.678963,4.454838,-0.517358,3,1
0,1,0,0.961424,0.028647,3.361143,0.23508,1,0
0,1,0,2.039431,2.181857,1.582708,0.76049,0,0
0,0,1,4.320647,0.924837,2.791763,0.207747,2,1
0,1,0,2.520409,0.689039,1.353618,0.394807,1,0
1,0,0,2.359126,-0.111831,2.175181,-0.192173,0,0
0,1,0,1.949413,0.795694,4.282723,-0.303331,1,0
0,0,1,-0.387937,0.521457,-0.27976,0.526476,0,0
0,0,1,5.14023,3.821328,5.94664,-2.875633,4,1
0,0,1,2.595197,1.941231,1.141487,1.292273,1,0
0,1,0,0.239187,0.035427,3.323983,-0.081712,1,0
0,1,0,1.591434,0.402768,2.174006,0.978349,0,0
0,1,0,6.029945,7.429223,6.707205,-0.755797,3,1
0,1,0,5.52046,6.601679,5.075027,-1.402357,3,1
0,1,0,0.314809,0.183075,0.208632,-0.25535,0,0
0,1,0,0.278763,-0.134908,0.022888,-0.030807,0,0
0,0,1,5.854883,4.103501,3.94146,-0.690786,3,1
0,1,0,1.453338,4.01404,2.058648,2.345127,2,1
0,0,1,5.455756,0.042157,2.613128,-0.331919,2,1
1,0,0,2.661113,0.834424,-0.388352,0.318863,1,0
0,1,0,1.153697,0.690059,2.512723,0.131235,1,0
0,0,1,6.667805,4.474852,4.735214,-3.487689,4,1
1,0,0,1.990062,1.078755,2.707051,0.301279,1,0
1,0,0,1.792909,1.292262,6.379262,0.173836,1,0
0,1,0,0.082658,0.193686,0.7202,-0.199671,0,0
0,0,1,5.681187,3.943213,4.440644,-0.860144,3,1
1,0,0,5.083481,5.581478,7.207256,-1.765269,4,1
0,1,0,1.187036,2.673963,2.430713,0.340645,1,0
1,0,0,5.762276,6.262285,3.626237,-1.042815,3,1
1,0,0,6.204605,3.515104,3.501173,-1.022868,3,1
0,0,1,0.201462,-0.506298,0.719002,0.359176,0,0
0,1,0,0.103702,0.341972,1.516298,0.18762,0,0
0,1,0,4.143499,3.68361,2.349444,3.283788,3,1
0,0,1,-0.017728,0.140852,0.320427,0.007776,0,0
1,0,0,4.551926,5.436568,4.681643,-0.709762,3,1
0,1,0,2.086589,0.755189,1.860994,0.119085,0,0
1,0,0,-0.132253,-0.280132,0.227122,-0.125903,0,0
0,0,1,3.558379,3.156057,2.658101,3.711113,4,1
0,0,1,0.309126,0.260165,0.009715,0.000683,0,0
1,0,0,2.622178,2.689956,3.828635,-0.110149,3,1
1,0,0,2.013264,1.078896,6.007034,0.423977,1,0
0,0,1,1.334307,0.348053,1.555563,0.396717,0,0
0,1,0,5.088503,3.475464,4.219211,0.077445,3,1
0,1,0,2.09697,2.977212,4.722076,0.66055,2,1
0,1,0,0.043504,-0.389974,0.135581,0.233183,0,0
1,0,0,5.321853,0.924218,2.577587,-0.544088,2,1
1,0,0,4.087574,6.059051,3.160097,-2.337074,4,1
0,1,0,-0.52577,0.677506,0.06714,0.223459,0,0
0,1,0,0.91326,-0.892518,0.305534,-0.051362,0,0
0,1,0,2.519238,4.040117,2.255968,1.780564,3,1
0,1,0,0.322328,-0.298142,0.456295,-0.343559,0,0
0,0,1,5.057202,3.733155,4.094467,-0.204958,3,1
0,0,1,3.521169,1.506371,3.409345,0.987323,2,1
0,0,1,1.615675,0.338684,2.641216,0.093219,1,0
1,0,0,1.186577,0.515064,1.038488,0.074158,0,0
0,1,0,1.117246,0.168684,2.791106,0.449324,1,0
0,1,0,0.275946,0.153112,0.780678,0.276629,0,0
0,0,1,2.288756,0.657394,1.737116,0.290552,0,0
0,1,0,4.50418,2.394745,5.371473,1.403344,2,1
0,1,0,1.240806,1.791254,1.704383,0.28182,0,0
0,1,0,2.331527,4.763656,1.286659,1.332618,1,1
0,1,0,0.361418,-0.12948,0.090258,0.428454,0,0
0,1,0,-0.555611,0.579378,-0.09588,0.61881,0,0
0,1,0,0.752612,-0.00598,2.385818,0.03204,0,0
1,0,0,4.532879,3.473159,1.335668,2.478719,3,1
0,1,0,3.325832,8.502606,5.341912,-0.075337,3,1
0,1,0,3.139805,3.733547,1.595057,-0.229268,2,1
0,1,0,2.036994,2.995804,3.543433,0.856404,2,1
0,0,1,2.807577,0.275321,2.225933,0.614777,1,0
1,0,0,0.021635,0.524961,-0.793771,0.04704,0,0
0,1,0,-0.562538,0.529221,0.518804,-0.059052,0,0
1,0,0,-0.133851,0.238602,0.081232,0.095408,0,0
0,0,1,1.681325,1.942227,5.151034,2.728017,2,1
1,0,0,1.389355,0.004002,1.32929,0.408266,0,0
1,0,0,3.053434,0.446121,3.777933,1.282179,2,1
0,0,1,3.340958,2.40365,3.128399,3.170222,3,1
0,0,1,0.174589,-0.091072,-0.149548,-0.107348,0,0
0,0,1,-0.194382,0.103717,0.155737,0.090507,0,0
1,0,0,2.733229,0.925702,3.470658,-0.552733,2,1
0,0,1,0.654091,-0.315962,0.34511,-0.210683,0,0
0,1,0,-0.260395,0.293557,0.422077,-0.243795,0,0
0,0,1,4.462935,6.604089,5.655559,-1.153903,3,1
1,0,0,0.198783,0.279691,-0.330664,0.133682,0,0
0,1,0,0.537023,0.848314,2.804114,0.099048,1,0
1,0,0,-0.202169,-0.030682,0.589276,0.138847,0,0
0,1,0,1.47394,0.504287,0.824736,-0.159665,0,0
0,0,1,-0.448138,-0.47602,0.737802,-0.169392,0,0
1,0,0,0.616623,0.038455,3.313612,0.603927,1,0
0,1,0,4.313574,1.426422,2.75399,0.485485,2,1
0,0,1,1.974629,0.862567,2.143533,0.928312,0,0
1,0,0,-0.026343,0.256834,0.024441,0.110615,0,0
0,1,0,0.330848,1.038819,0.308967,0.041369,0,0
0,0,1,2.828824,2.120588,3.34782,0.660166,2,1
0,1,0,0.375026,-0.287338,0.14215,-0.266805,0,0
0,0,1,-0.183398,0.31133,0.042462,0.159242,0,0
0,1,0,0.936829,3.263688,2.377569,-2.688628,2,1
0,0,1,4.891444,3.013057,3.637219,1.396409,3,1
0,1,0,0.188256,0.206162,-0.547284,0.075014,0,0
0,1,0,2.148445,2.113811,6.080017,0.740503,1,0
0,1,0,0.287441,0.85491,2.507022,0.36552,1,0
0,0,1,1.416757,0.124888,0.779791,-0.092899,0,0
0,0,1,0.829747,-0.574124,0.225753,-0.000417,0,0
0,0,1,2.043969,4.496494,4.879401,0.452485,2,1
0,0,1,5.88278,7.942595,4.931308,-1.662864,4,1
1,0,0,3.801983,2.982292,3.720867,-2.379152,4,1
1,0,0,1.96365,-0.122358,1.398528,0.350059,0,0
0,1,0,-0.578628,0.024367,0.042595,-0.105732,0,0
0,1,0,1.617651,1.190734,1.25786,-0.104266,0,0
1,0,0,-0.395346,0.351765,-0.265984,0.016255,0,0
1,0,0,1.383985,3.583612,1.269441,-3.025744,2,1
0,0,1,0.706549,0.156687,1.027732,0.078664,0,0
0,1,0,2.038442,2.201542,3.342756,0.412426,1,0
1,0,0,-0.435297,-0.255898,-0.181715,-0.047776,0,0
0,0,1,0.755037,0.115666,0.177332,-0.019255,0,0
0,1,0,1.79575,0.835396,1.249098,0.070333,0,0
0,0,1,5.974213,0.504106,2.438614,-0.33503,1,0
0,1,0,-0.493956,-0.041206,-0.31463,0.262614,0,0
0,1,0,2.397368,2.797579,5.711365,0.519916,2,1
0,1,0,1.629534,3.084378,2.408223,-2.00175,2,1
0,1,0,0.128325,0.311877,0.0718,0.0973,0,0
1,0,0,4.051407,4.959146,4.558864,-1.58456,4,1
0,0,1,-0.244333,0.074937,-0.12546,-0.082186,0,0
1,0,0,1.184185,0.951636,6.605887,1.160665,1,0
0,0,1,-0.266377,-0.180669,0.296254,-0.205581,0,0
0,1,0,0.179873,0.587617,1.06391,-0.520792,0,0
0,1,0,0.309103,0.059274,-0.126877,-0.077884,0,0
1,0,0,0.53155,-0.218576,0.143538,-0.223726,0,0
1,0,0,0.308118,0.530473,0.051061,-0.087031,0,0
1,0,0,2.6376,0.436588,1.183617,-0.17998,1,0
0,1,0,0.013527,0.784683,-0.44876,-0.322712,0,0
0,1,0,1.17487,0.334659,1.841756,0.048097,0,0
0,1,0,0.055829,0.46854,0.664227,0.242896,0,0
0,0,1,1.219874,0.571523,2.80869,0.147794,1,0
1,0,0,3.41071,1.509228,4.652018,0.49234,2,1
0,0,1,-0.573563,-0.288646,0.580166,-0.131379,0,0
0,0,1,0.938671,-0.022905,7.082798,0.494208,1,0
0,1,0,0.598024,-0.202718,-0.468724,0.300267,0,0
0,1,0,-0.330692,-0.252185,0.48488,-0.010572,0,0
0,1,0,2.564495,4.999272,2.596641,-2.325257,4,1
0,1,0,0.37841,0.015852,-0.137911,-0.25626,0,0
0,0,1,1.019867,0.352408,1.389024,0.050085,0,0
0,0,1,2.259447,3.513,3.504126,3.412719,3,1
1,0,0,1.164473,0.375471,0.248998,0.319824,0,0
0,0,1,4.381022,-0.118733,3.199688,-0.395407,2,1
0,0,1,3.764683,5.440392,4.039376,-2.918088,4,1
1,0,0,0.890741,2.678429,4.992513,1.074129,2,1
0,0,1,2.439251,3.617541,3.226872,-0.023085,2,1
1,0,0,1.51575,1.888196,5.567528,0.301285,1,0
0,1,0,0.934952,0.257869,-0.378353,0.088921,0,0
1,0,0,0.91947,1.150035,0.192373,0.047285,0,0
1,0,0,0.513497,0.419121,0.550547,0.156807,0,0
0,0,1,-0.308593,-0.737648,0.335623,0.067744,0,0
0,0,1,-0.096991,-0.06473,-0.477823,-0.332256,0,0
0,0,1,1.405027,0.573821,2.125266,0.701828,0,0
0,1,0,2.924284,1.124984,0.604594,0.215765,1,0
1,0,0,1.86525,2.445246,3.843228,0.248454,1,0
1,0,0,0.950392,0.639126,3.21076,0.452325,1,0
0,0,1,1.096759,0.968052,5.105066,1.535433,2,1
0,0,1,0.673705,-0.02169,0.579457,-0.387472,0,0
1,0,0,-0.605412,-0.369788,-0.111111,0.154288,0,0
1,0,0,4.006295,4.834499,3.670419,-3.17889,4,1
1,0,0,1.093827,0.865986,1.610594,0.256734,0,0
0,0,1,2.962881,0.317161,0.838673,0.240632,1,0
1,0,0,2.082786,1.497204,3.735437,-0.046228,1,0
0,0,1,-0.434625,-0.674607,-0.092081,0.142817,0,0
1,0,0,0.103032,0.853618,1.642106,0.015602,0,0
0,1,0,0.949513,1.51047,4.812399,0.86336,1,0
0,1,0,1.530764,0.24041,1.11168,0.426822,0,0
1,0,0,1.047996,0.873953,1.353264,0.073894,0,0
0,1,0,1.141506,1.268656,5.904997,1.357356,1,0
1,0,0,0.606034,-0.813659,0.195723,0.285865,0,0
0,1,0,-0.43607,-1.06854,0.274624,0.180787,0,0
0,1,0,5.232652,2.339088,4.144491,2.648617,3,1
0,1,0,0.882207,3.141118,1.497212,-2.318018,2,1
0,0,1,5.182787,2.874681,3.557624,2.530145,4,1
0,1,0,0.258736,0.087233,0.075583,-0.147172,0,0
1,0,0,0.688958,1.303833,0.23677,-0.214981,0,0
0,0,1,0.335385,1.560521,5.743856,1.084211,1,0
1,0,0,-0.470882,0.314231,0.119467,0.191371,0,0
0,1,0,2.067046,2.772244,1.787563,-2.41326,2,1
0,1,0,-0.173254,-0.106287,0.219193,0.152181,0,0
0,0,1,-0.32967,0.556954,0.096365,0.060625,0,0
1,0,0,3.137606,0.571323,2.612856,0.095719,2,1
0,0,1,-0.201711,0.210825,-0.109599,-0.251442,0,0
0,0,1,0.235487,0.221677,0.82315,0.070157,0,0
1,0,0,0.900761,1.352985,1.927065,-0.69602,0,0
0,0,1,1.976043,2.761563,2.601632,4.512837,3,1
0,1,0,0.907688,-0.028928,0.586863,0.304263,0,0
0,1,0,2.143465,1.705953,4.466358,0.548655,1,0
0,0,1,3.797933,0.609706,2.290805,0.033259,1,0
0,0,1,-0.06799,0.273091,-0.137747,-0.038465,0,0
1,0,0,0.356954,0.171833,0.240252,0.097837,0,0
0,0,1,0.241104,0.398624,-0.051732,-0.227734,0,0
0,1,0,1.084497,1.250299,2.202349,0.174622,0,0
0,1,0,0.970374,0.548518,2.310594,-0.078568,0,0
0,1,0,5.386573,4.938441,3.377474,-0.531214,3,1
0,0,1,1.256463,1.336514,0.971774,0.015394,0,0
1,0,0,0.09029,-0.021272,0.419977,-0.323262,0,0
0,0,1,0.427805,0.711089,-0.042841,0.158877,0,0
0,1,0,5.381166,3.420802,4.599747,-1.773683,4,1
0,1,0,2.866212,2.636063,3.54753,4.130807,4,1
1,0,0,1.389351,1.422177,4.423131,0.520524,1,0
0,1,0,1.306722,1.386829,1.890041,0.58115,0,0
1,0,0,4.075968,3.342127,3.082977,-0.261179,3,1
0,1,0,1.633895,1.8e-05,6.560287,0.292251,1,0
0,1,0,-0.205885,0.085185,-0.071721,-0.138484,0,0
1,0,0,2.377866,0.446695,-0.013946,-0.379976,0,0
1,0,0,1.583554,0.199137,1.391505,0.502135,0,0
0,1,0,0.651533,1.126857,2.105709,0.732247,0,0
0,0,1,1.787009,0.930459,0.960533,-0.095869,0,0
1,0,0,1.347507,0.874136,1.054446,0.534198,0,0
1,0,0,-0.141531,0.158717,0.744888,0.179368,0,0
0,1,0,4.78793,0.834237,2.993396,-0.445585,2,1
1,0,0,-0.012428,-0.160001,0.167462,0.088388,0,0
1,0,0,2.809124,3.513595,1.745143,0.704082,2,1
1,0,0,2.943385,3.236596,3.064186,0.253129,3,1
0,1,0,-0.748549,-0.158228,1.171244,-0.09713,0,0
0,1,0,3.815825,4.942181,6.102967,-1.512667,4,1
0,1,0,2.953773,4.375311,2.006363,3.935323,3,1
1,0,0,2.190306,3.064981,2.27102,1.475119,1,0
0,0,1,1.737383,1.123512,7.295619,1.943578,2,1
1,0,0,2.460981,3.030573,0.415519,0.9007,1,0
0,0,1,0.024697,-0.185502,0.544121,-0.236681,0,0
1,0,0,1.990311,0.963244,0.637094,0.142558,0,0
1,0,0,-0.13692,0.094219,0.318514,0.001284,0,0
0,1,0,0.055819,-0.048004,-0.003518,0.319729,0,0
0,1,0,-0.106855,0.528358,-0.089909,-0.457344,0,0
0,1,0,1.2143,1.113723,3.581854,-0.523377,1,0
1,0,0,0.239179,0.761665,2.525185,0.003691,1,0
0,0,1,-0.293892,-0.148339,0.032742,-0.094418,0,0
1,0,0,2.82484,6.621865,3.890885,-1.308603,3,1
0,0,1,-0.160951,0.325926,0.384133,0.171022,0,0
0,1,0,4.364622,3.727358,2.507294,-0.065499,3,1
1,0,0,0.085287,0.820462,2.212709,0.907647,0,0
0,1,0,-0.080882,0.212049,-0.166194,0.174634,0,0
0,1,0,-0.354682,0.11155,0.079192,0.328305,0,0
0,0,1,-0.352866,-0.161507,-0.138265,0.274888,0,0
0,0,1,6.135209,3.202198,4.372086,-0.635877,3,1
0,0,1,3.752661,2.981839,3.179367,0.695362,3,1
1,0,0,1.356134,-0.770194,2.524721,0.277894,1,0
0,1,0,1.674468,1.173763,1.381698,0.362821,0,0
0,1,0,2.124549,3.614105,3.232805,1.735545,3,1
0,1,0,-0.167807,0.442647,0.306017,0.143132,0,0
1,0,0,0.190292,0.158095,-0.147695,0.062624,0,0
0,0,1,1.685853,0.202039,0.794893,0.056644,0,0
0,0,1,2.567727,1.252174,0.77045,0.200848,1,0
0,1,0,1.256632,3.282513,1.870909,-3.367658,2,1
0,0,1,-0.039554,0.511082,-0.215576,-0.094166,0,0
0,0,1,4.182582,1.795365,5.262502,-2.391407,3,1
1,0,0,-0.103231,-0.453147,-0.180683,0.116718,0,0
0,0,1,3.331242,-0.016146,0.810652,0.156728,1,0
0,1,0,0.521686,0.32378,0.194633,0.273942,0,0
0,0,1,0.21315,0.270982,-0.349224,-0.064845,0,0
0,1,0,-0.162044,0.160942,-0.228968,0.224206,0,0
0,0,1,0.453409,0.472102,0.453997,0.041814,0,0
0,1,0,1.287872,0.613057,1.864441,0.259839,0,0
1,0,0,4.627422,1.93628,3.040405,3.955977,3,1
1,0,0,0.192407,0.284168,0.395232,0.022178,0,0
1,0,0,5.165397,0.894452,2.888658,-0.140805,2,1
0,1,0,1.220567,-0.064113,-0.870086,-0.006034,0,0
1,0,0,1.172876,0.283082,1.770887,0.330968,0,0
1,0,0,1.08267,3.682524,1.703528,-1.116955,1,0
0,1,0,0.585471,0.740901,-0.196802,-0.083593,0,0
0,0,1,0.169149,-0.035966,1.086881,-0.198472,0,0
1,0,0,-0.172057,0.034883,0.116368,-0.200437,0,0
0,0,1,1.21712,2.205651,-0.049867,-2.952822,1,1
1,0,0,5.596826,3.061866,6.194252,-1.840729,4,1
0,0,1,1.896605,2.638056,4.843457,0.496117,2,1
0,1,0,0.276237,0.059866,1.322711,0.492499,0,0
1,0,0,0.18238,0.120355,0.169337,0.048791,0,0
1,0,0,-0.13593,-0.059012,0.219158,0.113256,0,0
1,0,0,0.935741,0.056976,-0.178017,-0.008234,0,0
0,1,0,5.425363,3.109424,7.43792,-0.420936,3,1
0,1,0,-0.231065,-0.139123,0.235526,-0.198836,0,0
0,1,0,0.551725,0.124244,0.275353,-0.206343,0,0
1,0,0,-0.01701,0.286543,0.494934,-0.01519,0,0
1,0,0,4.649609,0.479394,1.229007,-0.204696,1,0
0,1,0,1.62135,0.30716,2.364495,0.140857,0,0
0,1,0,0.520764,-0.147055,0.97506,-0.378895,0,0
1,0,0,1.652317,0.79092,2.762937,0.182094,1,0
1,0,0,0.105088,0.173977,0.746628,-0.21974,0,0
1,0,0,-0.699062,0.284869,0.909724,-0.272635,0,0
0,0,1,0.367571,0.403755,0.644484,-0.199,0,0
0,0,1,1.740577,0.00267,0.623107,0.349256,0,0
1,0,0,1.33739,0.908632,2.910165,0.339838,1,0
1,0,0,0.783495,0.193282,0.124129,-0.264654,0,0
0,0,1,-0.17864,-0.482735,1.498351,-0.292681,0,0
0,0,1,0.809802,-0.140169,-0.646616,0.201503,0,0
0,1,0,6.693626,2.625749,7.1893,-1.718957,4,1
1,0,0,-0.663135,0.11303,0.185562,-0.037883,0,0
1,0,0,0.941773,-0.110849,-0.673376,0.337759,0,0
0,1,0,1.225638,2.089348,3.136206,-3.227772,2,1
0,0,1,0.129295,0.693956,0.998085,0.345453,0,0
0,0,1,2.682962,2.283442,1.45367,0.141239,1,0
0,0,1,2.685941,0.352482,0.91286,0.387318,1,0
0,1,0,2.646803,1.015698,0.812612,1.023906,1,0
1,0,0,-0.15209,0.067391,0.239071,-0.097446,0,0
1,0,0,2.443821,2.047678,2.046937,1.087369,0,0
0,0,1,-0.414967,-0.199613,0.586949,0.164111,0,0
1,0,0,2.48298,1.589061,4.343993,0.767109,1,0
0,0,1,0.491695,-0.000616,-0.139004,0.284474,0,0
1,0,0,-0.544993,-0.619786,0.153303,-0.349844,0,0
1,0,0,3.293843,6.689402,6.95559,-0.857308,3,1
0,1,0,1.122056,1.831045,5.12709,0.624307,1,0
0,1,0,3.879332,1.118085,3.030071,-0.050677,2,1
0,0,1,3.395076,2.532122,3.841816,2.308918,4,1
1,0,0,4.658207,3.53756,3.833612,3.270375,4,1
1,0,0,0.745702,-1.254726,0.417656,-0.044051,0,0
1,0,0,-0.658937,-0.042812,0.456153,0.115041,0,0
1,0,0,0.167014,1.039896,1.091544,-0.484504,0,0
1,0,0,5.704654,5.045567,6.37008,-0.691139,3,1
0,0,1,0.10324,0.641136,0.017941,-0.094082,0,0
0,0,1,2.662772,1.960235,1.897281,0.038924,1,0
0,0,1,0.932652,1.051477,2.211715,0.579249,0,0
0,0,1,-0.022925,-0.145695,-0.104134,0.04235,0,0
